movie_name,release_year,director,age_difference,couple_number,actor_1_name,actor_2_name,character_1_gender,character_2_gender,actor_1_birthdate,actor_2_birthdate,actor_1_age,actor_2_age,older_gender
The Best of me,2014,Michael Hoffman,3,1,James Marsden,Michelle Monaghan,man,woman,26925,1976-03-23T00:00:00Z,41,38,man older
The Dark Knight,2008,Christopher Nolan,3,1,Christian Bale,Maggie Gyllenhaal,man,woman,27059,1977-11-16T00:00:00Z,34,31,man older
The Departed,2006,Martin Scorsese,3,2,Matt Damon,Vera Farmiga,man,woman,25849,1973-08-06T00:00:00Z,36,33,man older
The Five-Year Engagement,2012,Nicholas Stoller,3,1,Jason Segel,Emily Blunt,man,woman,29238,1983-02-23T00:00:00Z,32,29,man older
The Graduate,1967,Mike Nichols,3,2,Dustin Hoffman,Katharine Ross,man,woman,13735,1940-01-29T00:00:00Z,30,27,man older
The Matrix,1999,"Lana Wachowski, Lilly Wachowski",3,1,Keanu Reeves,Carrie-Anne Moss,man,woman,23622,1967-08-21T00:00:00Z,35,32,man older
The Only Living Boy in New York,2017,Marc Webb,3,3,Callum Turner,Kiersey Clemons,man,woman,32919,1993-12-17T00:00:00Z,27,24,man older
The Spy Who Dumped Me,2018,Susanna Fogel,3,2,Sam Heughan,Mila Kunis,man,woman,29341,1983-08-14T00:00:00Z,38,35,man older
The Story of Us,1999,Rob Reiner,3,1,Bruce Willis,Michelle Pfeiffer,man,woman,20167,1958-04-29T00:00:00Z,44,41,man older
The Vow,2012,Michael Sucsy,3,1,Scott Speedman,Rachel McAdams,man,woman,27638,1978-11-17T00:00:00Z,37,34,man older
Trainwreck,2015,Judd Apatow,3,2,Bill Hader,Amy Schumer,man,woman,28648,1981-06-01T00:00:00Z,37,34,man older
Twilight,2008,Catherine Hardwicke,3,2,Jackson Rathbone,Ashley Greene,man,woman,31030,1987-04-21T00:00:00Z,24,21,man older
Twilight,2008,Catherine Hardwicke,3,3,Kellan Lutz,Nikki Reed,man,woman,31121,1988-05-17T00:00:00Z,23,20,man older
Wedding Crashers,2005,David Dobkin,3,3,Bradley Cooper,Rachel McAdams,man,woman,27399,1978-11-17T00:00:00Z,30,27,man older
White Men Can't Jump,1992,Ron Shelton,3,1,Woody Harrelson,Rosie Perez,man,woman,22485,1964-09-06T00:00:00Z,31,28,man older
X2: X-Men United,2003,Bryan Singer,3,1,Shawn Ashmore,Anna Paquin,man,woman,29135,1982-07-24T00:00:00Z,24,21,man older
10 Things I Hate About You,1999,Gil Junger,2,1,Heath Ledger,Julia Stiles,man,woman,28969,1981-03-28T00:00:00Z,20,18,man older
Ace Ventura: Pet Detective,1994,Tom Shadyac,2,1,Jim Carrey,Courteney Cox,man,woman,22663,1964-06-15T00:00:00Z,32,30,man older
Aladdin,2019,Guy Ritchie,2,1,Mena Massoud,Naomi Scott,man,woman,33498,1993-05-06T00:00:00Z,28,26,man older
And So It Goes,2014,Rob Reiner,2,1,Michael Douglas,Diane Keaton,man,woman,16340,1946-01-05T00:00:00Z,70,68,man older
Annihilation,2018,Alex Garland,2,1,Oscar Isaac,Natalie Portman,man,woman,28923,1981-06-09T00:00:00Z,39,37,man older
Austin Powers: International Man of Mystery,1997,Jay Roach,2,1,Mike Myers,Elizabeth Hurley,man,woman,23126,1965-06-10T00:00:00Z,34,32,man older
Big Daddy,1999,Dennis Dugan,2,2,Adam Sandler,Joey Lauren Adams,man,woman,24359,1968-01-09T00:00:00Z,33,31,man older
Bridesmaids,2011,Paul Feig,2,2,Jon Hamm,Kristen Wiig,man,woman,26002,1973-08-22T00:00:00Z,40,38,man older
Brokeback Mountain,2005,Ang Lee,2,1,Jake Gyllenhaal,Anne Hathaway,man,woman,29574,1982-11-12T00:00:00Z,25,23,man older
Casanova,2005,Lasse Hallström,2,1,Heath Ledger,Sienna Miller,man,woman,28969,1981-12-28T00:00:00Z,26,24,man older
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,3,Kevin Bacon,Julianne Moore,man,woman,21374,1960-12-03T00:00:00Z,53,51,man older
Dan in Real Life,2007,Peter Hedges,2,2,Steve Carell,Juliette Binoche,man,woman,22874,1964-03-09T00:00:00Z,45,43,man older
Dave,1993,Ivan Reitman,2,1,Kevin Kline,Sigourney Weaver,man,woman,17464,1949-10-08T00:00:00Z,46,44,man older
Doctor Strange,2016,Scott Derrickson,2,1,Benedict Cumberbatch,Rachel McAdams,man,woman,27960,1978-11-17T00:00:00Z,40,38,man older
EDtv,1999,Ron Howard,2,2,Matthew McConaughey,Jenna Elfman,man,woman,25511,1971-09-30T00:00:00Z,30,28,man older
Easy A,2010,Will Gluck,2,1,Penn Badgley,Emma Stone,man,woman,31717,1988-11-06T00:00:00Z,24,22,man older
Ed Wood,1994,Tim Burton,2,2,Johnny Depp,Sarah Jessica Parker,man,woman,23171,1965-03-25T00:00:00Z,31,29,man older
Fifty Shades of Grey,2015,Sam Taylor-Johnson,2,2,Luke Grimes,Eloise Mumford,man,woman,30702,1986-09-24T00:00:00Z,31,29,man older
Friends with Benefits,2011,Will Gluck,2,1,Justin Timberlake,Mila Kunis,man,woman,29617,1983-08-14T00:00:00Z,30,28,man older
I Don't Know How She Does It,2011,Douglas McGrath,2,1,Greg Kinnear,Sarah Jessica Parker,man,woman,23179,1965-03-25T00:00:00Z,48,46,man older
Inventing the Abbotts,1997,Pat O'Connor,2,2,Billy Crudup,Jennifer Connelly,man,woman,25027,1970-12-12T00:00:00Z,29,27,man older
Jeux d'enfants,2003,Yann Samuell,2,1,Guillaume Canet,Marion Cotillard,man,woman,26764,1975-09-30T00:00:00Z,30,28,man older
Jurassic World,2015,Colin Trevorrow,2,1,Chris Pratt,Bryce Dallas Howard,man,woman,29027,1981-03-02T00:00:00Z,36,34,man older
Last Holiday,2006,Wayne Wang,2,1,LL Cool J,Queen Latifah,man,woman,24851,1970-03-18T00:00:00Z,38,36,man older
Le notti di Cabiria,1957,Federico Fellini,2,1,François Périer,Giulietta Masina,man,woman,7254,1921-02-22T00:00:00Z,38,36,man older
Little Nicky,2000,Steven Brill,2,1,Adam Sandler,Patricia Arquette,man,woman,24359,1968-04-08T00:00:00Z,34,32,man older
Love & Other Drugs,2010,Edward Zwick,2,1,Jake Gyllenhaal,Anne Hathaway,man,woman,29574,1982-11-12T00:00:00Z,30,28,man older
Office Space,1999,Mike Judge,2,1,Ron Livingston,Jennifer Aniston,man,woman,24628,1969-02-11T00:00:00Z,32,30,man older
Robin Hood,2018,Otto Bathurst,2,1,Taron Egerton,Eve Hewson,man,woman,32822,1991-07-07T00:00:00Z,29,27,man older
Rumor Has It...,2005,Rob Reiner,2,3,Mark Ruffalo,Jennifer Aniston,man,woman,24798,1969-02-11T00:00:00Z,38,36,man older
Safe Men,1998,John Hamburg,2,1,Sam Rockwell,Christina Kirk,man,woman,25147,1970-11-10T00:00:00Z,30,28,man older
Sex and the City,2008,Michael Patrick King,2,4,David Eigenberg,Cynthia Nixon,man,woman,23514,1966-04-09T00:00:00Z,44,42,man older
Shakespeare in Love,1998,John Madden,2,1,Joseph Fiennes,Gwyneth Paltrow,man,woman,25715,1972-09-27T00:00:00Z,28,26,man older
Sister Act,1992,Emile Ardolino,2,2,Bill Nunn,Whoopi Goldberg,man,woman,19652,1955-11-13T00:00:00Z,39,37,man older
Something New,2006,Sanaa Hamri,2,1,Simon Baker,Sanaa Lathan,man,woman,25414,1971-09-19T00:00:00Z,37,35,man older
Tag,2018,Jeff Tomsic,2,4,Ed Helms,Isla Fisher,man,woman,27053,1976-02-03T00:00:00Z,44,42,man older
The Beach,2000,Danny Boyle,2,3,Leonardo DiCaprio,Virginie Ledoyen,man,woman,27344,1976-11-15T00:00:00Z,26,24,man older
The Family Stone,2007,Thomas Bezucha,2,4,Craig T. Nelson,Diane Keaton,man,woman,16166,1946-01-05T00:00:00Z,63,61,man older
The Family Stone,2007,Thomas Bezucha,2,5,Dermot Mulroney,Sarah Jessica Parker,man,woman,23315,1965-03-25T00:00:00Z,44,42,man older
The Good Shepherd,2006,Robert De Niro,2,3,Matt Damon,Tammy Blanchard,man,woman,25849,1972-12-14T00:00:00Z,36,34,man older
The Last Time I Committed Suicide,1997,Stephen T. Kay,2,1,Thomas Jane,Claire Forlani,man,woman,25256,1971-12-17T00:00:00Z,28,26,man older
The Mummy,1999,Stephen Sommers,2,2,Brendan Fraser,Rachel Weisz,man,woman,25175,1970-03-07T00:00:00Z,31,29,man older
The Other Woman,2014,Nick Cassavetes,2,3,Nikolaj Coster-Waldau,Leslie Mann,man,woman,25776,1972-03-26T00:00:00Z,44,42,man older
The Other Woman,2014,Nick Cassavetes,2,4,Nikolaj Coster-Waldau,Cameron Diaz,man,woman,25776,1972-08-30T00:00:00Z,44,42,man older
The Private Lives of Pippa Lee,2009,Rebecca Miller,2,2,Keanu Reeves,Robin Wright,man,woman,23622,1966-04-08T00:00:00Z,45,43,man older
The Young Victoria,2009,Jean-Marc Vallée,2,1,Rupert Friend,Emily Blunt,man,woman,29860,1983-02-23T00:00:00Z,28,26,man older
Tristan + Isolde,2006,Kevin Reynolds,2,1,James Franco,Sophia Myles,man,woman,28599,1980-03-18T00:00:00Z,28,26,man older
Twilight,2008,Catherine Hardwicke,2,4,Peter Facinelli,Elizabeth Reaser,man,woman,26994,1975-06-15T00:00:00Z,35,33,man older
Unforgettable,2017,Denise Di Novi,2,1,Geoff Stults,Rosario Dawson,man,woman,28474,1979-05-09T00:00:00Z,40,38,man older
Walk the Line,2005,James Mangold,2,2,Joaquin Phoenix,Reese Witherspoon,man,woman,27330,1976-03-21T00:00:00Z,31,29,man older
We Were Soldiers,2002,Randall Wallace,2,1,Mel Gibson,Madeleine Stowe,man,woman,20457,1958-08-18T00:00:00Z,46,44,man older
Why Him?,2016,John Hamburg,2,2,Bryan Cranston,Megan Mullally,man,woman,20521,1958-11-12T00:00:00Z,60,58,man older
9 1/2 Weeks,1986,Adrian Lyne,1,1,Mickey Rourke,Kim Basinger,man,woman,19253,1953-12-08T00:00:00Z,34,33,man older
Angel Eyes,2001,Luis Mandoki,1,1,Jim Caviezel,Jennifer Lopez,man,woman,25107,1969-07-24T00:00:00Z,33,32,man older
Breakfast at Tiffany's,1961,Blake Edwards,1,1,George Peppard,Audrey Hepburn,man,woman,10502,1929-05-04T00:00:00Z,33,32,man older
Breathe,2017,Andy Serkis,1,1,Andrew Garfield,Claire Foy,man,woman,30548,1984-04-16T00:00:00Z,34,33,man older
Brokeback Mountain,2005,Ang Lee,1,3,Heath Ledger,Michelle Williams,man,woman,28969,1980-09-09T00:00:00Z,26,25,man older
Captain America: The First Avenger,2011,Joe Johnston,1,1,Chris Evans,Hayley Atwell,man,woman,29750,1982-04-05T00:00:00Z,30,29,man older
Chocolat,2000,Lasse Hallström,1,1,Johnny Depp,Juliette Binoche,man,woman,23171,1964-03-09T00:00:00Z,37,36,man older
Cocktail,1988,Homi Adajania,1,1,Tom Cruise,Elisabeth Shue,man,woman,22830,1963-10-06T00:00:00Z,26,25,man older
Dodgeball,2004,Rawson Marshall Thurber,1,1,Vince Vaughn,Christine Taylor,man,woman,25655,1971-07-30T00:00:00Z,34,33,man older
Dr. No,1962,Terence Young,1,3,Sean Connery,Eunice Gayson,man,woman,11195,1931-03-17T00:00:00Z,32,31,man older
Fever Pitch,2005,"Bobby Farrelly, Peter Farrelly",1,1,Jimmy Fallon,Drew Barrymore,man,woman,27291,1975-02-22T00:00:00Z,31,30,man older
French Kiss,1995,Lawrence Kasdan,1,2,Timothy Hutton,Meg Ryan,man,woman,22144,1961-11-19T00:00:00Z,35,34,man older
Friday,1995,F. Gary Gray,1,1,Ice Cube,Nia Long,man,woman,25369,1970-10-30T00:00:00Z,26,25,man older
Hardball,2001,Brian Robbins,1,1,Keanu Reeves,Diane Lane,man,woman,23622,1965-01-21T00:00:00Z,37,36,man older
He's Just Not That Into You,2009,Ken Kwapis,1,4,Kevin Connolly,Drew Barrymore,man,woman,27093,1975-02-22T00:00:00Z,35,34,man older
Hustle & Flow,2005,Craig Brewer,1,1,Terrence Howard,Taraji P. Henson,man,woman,25273,1970-09-11T00:00:00Z,36,35,man older
Inception,2010,Christopher Nolan,1,1,Leonardo DiCaprio,Marion Cotillard,man,woman,27344,1975-09-30T00:00:00Z,36,35,man older
Indecent Proposal,1993,Adrian Lyne,1,2,Woody Harrelson,Demi Moore,man,woman,22485,1962-11-11T00:00:00Z,32,31,man older
Layer Cake,2004,Matthew Vaughn,1,2,Ben Whishaw,Sienna Miller,man,woman,29508,1981-12-28T00:00:00Z,24,23,man older
Leap Year,2010,Anand Tucker,1,2,Adam Scott,Amy Adams,man,woman,26757,1974-08-20T00:00:00Z,37,36,man older
Marriage Story,2019,Noah Baumbach,1,1,Adam Driver,Scarlett Johansson,man,woman,30639,1984-11-22T00:00:00Z,36,35,man older
Miss Congeniality,2000,Donald Petrie,1,1,Benjamin Bratt,Sandra Bullock,man,woman,23361,1964-07-26T00:00:00Z,37,36,man older
Mother's Day,2016,Garry Marshall,1,2,Timothy Olyphant,Jennifer Aniston,man,woman,24978,1969-02-11T00:00:00Z,48,47,man older
My Big Fat Greek Wedding,2002,Joel Zwick,1,1,John Corbett,Nia Vardalos,man,woman,22410,1962-09-24T00:00:00Z,41,40,man older
Pearl Harbor,2001,Michael Bay,1,2,Ben Affleck,Kate Beckinsale,man,woman,26526,1973-07-26T00:00:00Z,29,28,man older
Punch-Drunk Love,2002,Paul Thomas Anderson,1,1,Adam Sandler,Emily Watson,man,woman,24359,1967-01-14T00:00:00Z,36,35,man older
Ride Along,2014,Tim Story,1,1,Kevin Hart,Tika Sumpter,man,woman,29042,1980-06-20T00:00:00Z,35,34,man older
Rumble Fish,1983,Francis Ford Coppola,1,1,Matt Dillon,Diane Lane,man,woman,23425,1965-01-21T00:00:00Z,19,18,man older
Skyscraper,2018,Rawson Marshall Thurber,1,1,Dwayne Johnson,Neve Campbell,man,woman,26421,1973-10-03T00:00:00Z,46,45,man older
Slackers,2002,Dewey Nicks,1,1,Devon Sawa,Jaime King,man,woman,28740,1979-04-23T00:00:00Z,24,23,man older
Star Trek,2009,J.J. Abrams,1,1,Zachary Quinto,Zoe Saldana,man,woman,28278,1978-06-19T00:00:00Z,32,31,man older
Tadpole,2002,Gary Winick,1,3,John Ritter,Sigourney Weaver,man,woman,17793,1949-10-08T00:00:00Z,54,53,man older
The Last of the Mohicans,1992,Michael Mann,1,1,Daniel Day-Lewis,Madeleine Stowe,man,woman,20939,1958-08-18T00:00:00Z,35,34,man older
The Martian,2015,Ridley Scott,1,1,Sebastian Stan,Kate Mara,man,woman,30176,1983-02-27T00:00:00Z,33,32,man older
The Theory of Everything,2014,James Marsh,1,1,Eddie Redmayne,Felicity Jones,man,woman,29977,1983-10-17T00:00:00Z,32,31,man older
The Thomas Crown Affair,1999,John McTiernan,1,2,Pierce Brosnan,Rene Russo,man,woman,19495,1954-02-17T00:00:00Z,46,45,man older
Titanic,1997,James Cameron,1,1,Leonardo DiCaprio,Kate Winslet,man,woman,27344,1975-10-05T00:00:00Z,23,22,man older
Tommy Boy,1995,Peter Segal,1,3,Chris Farley,Julie Warner,man,woman,23422,1965-02-09T00:00:00Z,31,30,man older
Transformers: Dark of the Moon,2011,Michael Bay,1,1,Shia LaBeouf,Rosie Huntington-Whiteley,man,woman,31574,1987-04-18T00:00:00Z,25,24,man older
Unforgettable,2017,Denise Di Novi,1,2,Geoff Stults,Katherine Heigl,man,woman,28474,1978-11-24T00:00:00Z,40,39,man older
Wild Mountain Thyme,2020,John Patrick Shanley,1,1,Jamie Dornan,Emily Blunt,man,woman,30072,1983-02-23T00:00:00Z,38,37,man older
X-Men: First Class,2015,Matthew Vaughn,1,2,Nicholas Hoult,Jennifer Lawrence,man,woman,32849,1990-08-15T00:00:00Z,26,25,man older
Year One,2009,Harold Ramis,1,2,Michael Cera,Juno Temple,man,woman,32301,1989-07-20T00:00:00Z,21,20,man older
